ID,Full_Date_Collected,Month_Collected,Collectors,Weather,County,Locality,GPS_Cords,Time_Collected,Temp_When_Captured_F,Sex,Genus,Species,Date_Ran,Vial#_orControl,Mass_Before_CTmin_g,TC_CTmin_orControl,Start_Time_CTmin,End_Time_CTmin,CTmin_C,Mass_After_CTmin_g,TC_CTmax_orControl,Start_Time_CTmax,End_Time_CTmax,CTmax_C,Mass_After_CTmax_g,Vial_Mass_g,Field_Notes,Bee_Notes,Data_Notes
AMV0238,2023-May-10,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Grays_Dale,"40.8104784, -77.9457473",12:15,63,Female,Osmia,Osm. cornifrons,2023-May-10,12,6.6842,12,13:43,14:28,-1.38,6.6805,12,14:57,15:54,49.62,6.6722,6.6125,Caught while going into bee hotel,,
AMV0239,2023-May-10,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Grays_Dale,"40.8104784, -77.9457473",12:17,64,Female,Osmia,Osm. cornifrons,2023-May-10,2,6.7263,3,13:43,14:34,-1.40,6.7264,2,14:57,16:11,55.67,6.7178,6.6578,Caught while going into bee hotel,,
AMV0240,2023-May-10,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Grays_Dale,"40.8104784, -77.9457473",12:18,64,Female,Osmia,Osm. cornifrons,2023-May-10,Control2,6.7478,Control2,NA,NA,NA,6.7476,Control2,NA,NA,NA,6.7456,6.6990,Caught while going into bee hotel,,
AMV0241,2023-May-10,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Grays_Dale,"40.8104784, -77.9457473",12:20,64,Female,Osmia,Osm. cornifrons,2023-May-10,15,6.6775,15,13:43,14:30,-2.12,6.6776,15,14:57,15:56,50.56,6.6716,6.6183,Caught while going into bee hotel,,
AMV0242,2023-May-10,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Grays_Dale,"40.8104784, -77.9457473",12:23,64,Female,Osmia,Osm. cornifrons,2023-May-10,4,6.6672,4,13:43,14:34,-1.37,6.6674,4,14:57,15:58,48.56,6.6599,6.6092,Caught while going into bee hotel,,
AMV0243,2023-May-10,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Grays_Dale,"40.8104784, -77.9457473",12:24,64,Female,Osmia,Osm. taurus,2023-May-10,17,6.7096,18,13:43,14:30,-1.69,6.7091,17,14:57,16:05,54.65,6.6981,6.6110,Caught while going into bee hotel,,
AMV0244,2023-May-10,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Grays_Dale,"40.8104784, -77.9457473",12:29,64,Female,Osmia,Osm. cornifrons,2023-May-10,14,6.7310,14,13:43,14:30,-2.19,6.7314,14,14:57,16:02,52.96,6.7221,6.6576,Caught while going into bee hotel,,
AMV0245,2023-May-10,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Grays_Dale,"40.8104784, -77.9457473",12:30,64,Female,Osmia,Osm. cornifrons,2023-May-10,11,6.6866,11,13:43,14:31,-2.56,6.6868,11,14:57,15:57,50.97,6.6801,6.6249,Caught while going into bee hotel,,
AMV0246,2023-May-10,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Grays_Dale,"40.8104784, -77.9457473",12:31,64,Female,Osmia,Osm. cornifrons,2023-May-10,Control1,6.7776,Control1,NA,NA,NA,6.7774,Control1,NA,NA,NA,6.7750,6.7220,Caught while going into bee hotel,,
AMV0247,2023-May-11,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Grays_Dale,"40.8104784, -77.9457473",11:03,66,Female,Osmia,Osm. taurus,2023-May-11,15,6.7322,15,13:14,14:01,-1.63,6.7308,15,14:31,15:40,55.81,6.7138,6.6218,,,
AMV0248,2023-May-11,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Grays_Dale,"40.8104784, -77.9457473",11:04,66,Female,Osmia,Osm. cornifrons,2023-May-11,Control2,6.7520,Control2,NA,NA,NA,6.7505,Control2,NA,NA,NA,6.7477,6.6859,,,
AMV0249,2023-May-11,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Grays_Dale,"40.8104784, -77.9457473",11:05,66,Female,Osmia,Osm. cornifrons,2023-May-11,5,6.7385,5,13:14,14:05,-1.12,6.7382,5,14:31,15:37,51.08,6.7320,6.6833,,,
AMV0250,2023-May-11,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Grays_Dale,"40.8104784, -77.9457473",11:07,66,Female,Osmia,Osm. cornifrons,2023-May-11,24,6.7307,24,13:14,14:03,-0.27,6.7303,24,14:31,15:37,51.19,6.7230,6.6743,,,
AMV0251,2023-May-11,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Grays_Dale,"40.8104784, -77.9457473",11:08,66,Female,Osmia,Osm. cornifrons,2023-May-11,21,6.7181,21,13:14,13:59,1.57,6.7173,21,14:31,15:37,53.20,6.7103,6.6536,,,
AMV0252,2023-May-11,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:59,71,Female,Osmia,Osm. cornifrons,2023-May-11,1,6.7197,1,13:14,14:09,-2.69,6.7188,1,14:31,15:41,55.69,6.7062,6.6447,Osmia cornifrons most likely,,
AMV0253,2023-May-11,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:59,71,Female,Osmia,Osm. georgica,2023-May-11,Control1,6.7592,Control1,NA,NA,NA,6.7586,Control1,NA,NA,NA,6.7570,6.7127,Is this Osmia? Metallic Green/blue?,,
AMV0254,2023-May-11,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:59,71,Female,Osmia,Osm. georgica,2023-May-11,3,6.7017,3,13:14,14:01,1.09,6.7015,3,14:31,15:37,51.32,6.6988,6.6706,Is this Osmia? Metallic Green/blue?,,
AMV0255,2023-May-11,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:59,71,Female,Osmia,Osm. georgica,2023-May-11,6,6.6542,7,13:14,13:58,0.52,6.6539,12,14:31,15:32,51.76,6.6513,6.6147,Is this Osmia? Metallic Green/blue?,,
AMV0256,2023-May-11,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",12:01,71,Female,Osmia,Osm. georgica,2023-May-11,8,6.6318,8,13:14,13:56,1.52,6.6315,14,14:31,15:38,54.21,6.6282,6.5946,Is this Osmia? Metallic Green/blue?,,
AMV0257,2023-May-11,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",12:02,71,Female,Osmia,Osm. georgica,2023-May-11,10,6.6653,20,13:14,13:58,0.47,6.6652,10,14:31,15:37,53.66,6.6619,6.6326,Is this Osmia? Metallic Green/blue?,,
AMV0258,2023-May-11,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",12:04,71,Female,Osmia,Osm. georgica,2023-May-11,11,6.6358,11,13:14,13:52,3.73,6.6354,11,14:31,15:35,53.32,6.6325,6.6088,Is this Osmia? Metallic Green/blue?,,
AMV0259,2023-May-11,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",12:06,71,Female,Osmia,Osm. georgica,2023-May-11,13,6.6162,13,13:14,13:57,0.08,6.6157,13,14:31,15:38,53.62,6.6127,6.5762,Is this Osmia? Metallic Green/blue?,,
AMV0260,2023-May-11,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",12:07,71,Female,Osmia,Osm. georgica,2023-May-11,16,6.7712,16,13:14,14:02,-0.73,6.7703,16,14:31,15:32,51.21,6.7668,6.7321,Is this Osmia? Metallic Green/blue?,,
AMV0261,2023-May-11,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",12:08,71,Male,Osmia,Osm. inermis,2023-May-11,18,6.6166,18,13:14,13:52,3.84,6.6160,18,14:31,15:25,46.67,6.6138,6.5984,Is this Osmia? Metallic Green/blue?,,
AMV0262,2023-May-11,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",12:09,71,Female,Osmia,Osm. cornifrons,2023-May-11,19,6.6685,19,13:14,13:58,0.50,6.6674,19,14:31,15:29,48.40,6.6621,6.6144,Osmia cornifrons most likely,,
AMV0263,2023-May-16,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",10:43,67,Female,Osmia,Osm. georgica,2023-May-16,17,6.6898,18,11:55,12:33,3.48,6.6899,17,13:03,14:12,55.22,6.6848,6.6524,Is this Osmia? Metallic Green/blue?,"Had a lot of pollen in vial, could mess with CT info",
AMV0264,2023-May-16,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",10:45,67,Female,Osmia,Osm. georgica,2023-May-16,9,6.6558,9,11:55,12:40,-0.60,6.6557,4,13:03,14:09,51.26,6.6512,6.6128,Is this Osmia? Metallic Green/blue?,,
AMV0265,2023-May-16,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",10:46,67,Female,Osmia,Osm. georgica,2023-May-16,19,6.6495,19,11:55,12:37,0.94,6.6493,19,13:03,14:07,51.70,6.6452,6.6045,Is this Osmia? Metallic Green/blue?,,
AMV0266,2023-May-16,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",10:47,67,Female,Osmia,Osm. georgica,2023-May-16,20,6.6673,20,11:55,12:32,3.43,6.6672,20,13:03,14:05,50.88,6.6639,6.6280,Is this Osmia? Metallic Green/blue?,,
AMV0267,2023-May-16,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",10:48,67,Female,Osmia,Osm. georgica,2023-May-16,Control2,6.7317,Control2,NA,NA,NA,6.7316,Control2,NA,NA,NA,6.7298,6.6935,Is this Osmia? Metallic Green/blue?,,
AMV0268,2023-May-16,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",10:49,67,Female,Osmia,Osm. georgica,2023-May-16,16,6.7672,16,11:55,12:37,1.52,6.7669,16,13:03,13:53,44.98,6.7633,6.7355,Is this Osmia? Metallic Green/blue?,,
AMV0269,2023-May-16,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",10:53,68,Female,Osmia,Osm. georgica,2023-May-16,10,6.6616,12,11:55,12:38,-0.34,6.6614,10,13:03,14:04,51.03,6.6579,6.6300,Is this Osmia? Metallic Green/blue?,,
AMV0270,2023-May-16,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",10:54,68,Female,Osmia,Osm. georgica,2023-May-16,14,6.6941,14,11:55,12:39,-0.52,6.6938,14,13:03,14:11,54.63,6.6887,6.6598,Is this Osmia? Metallic Green/blue?,,
AMV0271,2023-May-16,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",10:56,68,Female,Osmia,Osm. georgica,2023-May-16,Control1,6.7497,Control1,NA,NA,NA,6.7499,Control1,NA,NA,NA,6.7463,6.7157,Is this Osmia? Metallic Green/blue?,,
AMV0272,2023-May-16,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:01,68,Female,Osmia,Osm. georgica,2023-May-16,1,6.6887,1,11:55,12:40,1.34,6.6886,1,13:03,14:12,53.40,6.6838,6.6502,Is this Osmia? Metallic Green/blue?,,
AMV0273,2023-May-16,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:02,68,Female,Osmia,Osm. georgica,2023-May-16,8,6.6416,8,11:55,12:38,0.90,6.6413,12,13:03,14:07,52.93,6.6371,6.5996,Is this Osmia? Metallic Green/blue?,,
AMV0274,2023-May-16,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:02,68,Female,Osmia,Osm. georgica,2023-May-16,5,6.7197,5,11:55,12:39,1.36,6.7193,5,13:03,14:08,50.61,6.7137,6.6788,Is this Osmia? Metallic Green/blue?,,
AMV0275,2023-May-16,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:08,68,Female,Osmia,Osm. georgica,2023-May-16,7,6.7275,7,11:55,12:38,0.97,6.7273,7,13:03,14:10,53.78,6.7224,6.6869,Is this Osmia? Metallic Green/blue?,,
AMV0276,2023-May-16,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:10,68,Female,Osmia,Osm. georgica,2023-May-16,11,6.6429,11,11:55,12:40,-0.16,6.6425,11,13:03,14:05,52.06,6.6390,6.6047,Is this Osmia? Metallic Green/blue?,,
AMV0277,2023-May-16,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:11,69,Female,Osmia,Osm. georgica,2023-May-16,13,6.6097,13,11:55,12:38,-0.48,6.6091,13,13:03,14:04,50.49,6.6059,6.5669,Is this Osmia? Metallic Green/blue?,,
AMV0278,2023-May-16,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:11,69,Female,Osmia,Osm. georgica,2023-May-16,21,6.6769,21,11:55,12:39,1.42,6.6769,21,13:03,14:13,53.31,6.6722,6.6423,Is this Osmia? Metallic Green/blue?,,
AMV0279,2023-May-16,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:12,69,Female,Osmia,Osm. georgica,2023-May-16,22,6.5834,22,11:55,12:40,1.07,6.5830,22,13:03,14:02,47.73,6.5802,6.5538,Is this Osmia? Metallic Green/blue?,,
AMV0280,2023-May-16,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:12,69,Female,Osmia,Osm. georgica,2023-May-16,3,6.7111,3,11:55,12:39,1.73,6.7104,3,13:03,14:14,53.65,6.7044,6.6696,Is this Osmia? Metallic Green/blue?,,
AMV0281,2023-May-17,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",10:47,54,Female,Osmia,Osm. georgica,2023-May-17,16,6.7753,16,11:53,12:37,-0.07,6.7749,16,13:37,14:38,52.87,6.7692,6.7280,Is this Osmia? Metallic Green/blue?,,Bees acclimated an extra 30 minutes between CTmin and CTmax since the CTmax machine was not ramping correctly
AMV0282,2023-May-17,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",10:48,54,Female,Osmia,Osm. georgica,2023-May-17,Control1,6.7590,Control1,NA,NA,NA,6.7588,Control1,NA,NA,NA,6.7581,6.7218,Is this Osmia? Metallic Green/blue?,,Bees acclimated an extra 30 minutes between CTmin and CTmax since the CTmax machine was not ramping correctly
AMV0283,2023-May-17,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",10:50,54,Female,Osmia,Osm. georgica,2023-May-17,7,6.6645,7,11:53,12:32,2.13,6.6640,11,13:37,14:36,52.14,6.6604,6.6294,Is this Osmia? Metallic Green/blue?,,Bees acclimated an extra 30 minutes between CTmin and CTmax since the CTmax machine was not ramping correctly
AMV0284,2023-May-17,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",10:52,54,Female,Osmia,Osm. georgica,2023-May-17,9,6.6659,9,11:53,12:36,-0.44,6.6656,19,13:37,14:41,53.33,6.6615,6.6217,Is this Osmia? Metallic Green/blue?,,Bees acclimated an extra 30 minutes between CTmin and CTmax since the CTmax machine was not ramping correctly
AMV0285,2023-May-17,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",10:54,54,Female,Osmia,Osm. georgica,2023-May-17,14,6.6978,14,11:53,12:37,-1.47,6.6974,14,13:37,14:33,50.13,6.6949,6.6594,Is this Osmia? Metallic Green/blue?,,Bees acclimated an extra 30 minutes between CTmin and CTmax since the CTmax machine was not ramping correctly
AMV0286,2023-May-17,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",10:55,54,Female,Osmia,Osm. georgica,2023-May-17,3,6.7048,3,11:53,12:36,1.23,6.7044,3,13:37,14:30,46.51,6.7022,6.6733,Is this Osmia? Metallic Green/blue?,,Bees acclimated an extra 30 minutes between CTmin and CTmax since the CTmax machine was not ramping correctly
AMV0287,2023-May-17,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",10:57,55,Female,Osmia,Osm. georgica,2023-May-17,12,6.6375,12,11:53,12:37,-1.52,6.6371,12,13:37,14:36,52.42,6.6343,6.6019,Is this Osmia? Metallic Green/blue?,,Bees acclimated an extra 30 minutes between CTmin and CTmax since the CTmax machine was not ramping correctly
AMV0288,2023-May-17,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",10:58,55,Female,Osmia,Osm. georgica,2023-May-17,18,6.6444,18,11:53,12:37,-1.25,6.6441,18,13:37,14:37,51.48,6.6416,6.6062,Is this Osmia? Metallic Green/blue?,,Bees acclimated an extra 30 minutes between CTmin and CTmax since the CTmax machine was not ramping correctly
AMV0289,2023-May-22,May,"Amber_Truesdale, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",10:45,64,,Agapostemon?,,2023-May-22,22,6.5731,22,13:19,14:12,0.17,6.5724,22,14:42,15:30,44.60,6.5707,6.5455,All green sweat bee,,
AMV0290,2023-May-22,May,"Amber_Truesdale, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",10:51,67,,Halictus?,,2023-May-22,15,6.6360,15,13:19,14:06,1.77,6.6352,15,14:42,15:26,44.25,6.6339,6.6280,"Small, black, collected pollen",,"Caught CTmax cue a bit late, DIED!"
AMV0291,2023-May-22,May,"Amber_Truesdale, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:11,67,,Andrena?,,2023-May-22,7,6.6411,7,13:19,14:12,-0.96,6.6404,5,14:42,15:37,47.38,6.6382,6.6242,,,Caught CTmax cue a bit late
AMV0292,2023-May-22,May,"Amber_Truesdale, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:13,67,,Andrena?,,2023-May-22,12,6.6280,12,13:19,14:19,-4.70,6.6275,12,14:42,15:27,45.09,6.6244,6.6081,,,Caught CTmax cue a bit late
AMV0293,2023-May-22,May,"Amber_Truesdale, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:16,67,,Agapostemon?,,2023-May-22,4,6.6285,4,13:19,14:08,2.73,6.6279,4,14:42,15:35,46.73,6.6262,6.6173,Mostly green/chromatic,,
AMV0294,2023-May-22,May,"Amber_Truesdale, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:40,69,,Halictus?,,2023-May-22,14,6.6894,14,13:19,14:11,-1.51,6.6885,14,14:42,15:36,49.37,6.6844,6.6648,We moved to catching bees near pollinator garden,,
AMV0295,2023-May-22,May,"Amber_Truesdale, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:47,69,,Halictus?,,2023-May-22,2,6.6848,3,13:19,14:09,2.24,6.6842,2,14:42,15:41,50.09,6.6816,6.6650,,,
AMV0296,2023-May-22,May,"Amber_Truesdale, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:51,69,,Halictus?,,2023-May-22,17,6.6247,18,13:19,14:07,1.17,6.6235,17,14:42,15:38,50.32,6.6192,6.6021,,,
AMV0297,2023-May-22,May,"Amber_Truesdale, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",12:08,69,,Halictus?,,2023-May-22,Control2,6.7857,Control2,NA,NA,NA,6.7844,Control2,NA,NA,NA,6.7830,6.7514,,,
AMV0298,2023-May-22,May,"Amber_Truesdale, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",12:09,69,,Ceratina?,,2023-May-22,19,6.6315,19,13:19,14:10,-0.20,6.6307,19,14:42,15:39,49.70,6.6296,6.6171,"Small, blue, pollen collected on legs",,
AMV0299,2023-May-22,May,"Amber_Truesdale, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Escaped, once we got to the lab it was no longer inside the falcon tube!",
AMV0300,2023-May-22,May,"Amber_Truesdale, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",12:19,70,,Halictus?,,2023-May-22,9,6.6469,9,13:19,14:11,-0.12,6.6459,10,14:42,15:36,49.22,6.6429,6.6226,"Pollen on legs, white striped abdomen",,
AMV0301,2023-May-22,May,"Amber_Truesdale, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",12:23,70,,Ceratina?,,2023-May-22,Control1,6.7306,Control1,NA,NA,NA,6.7294,Control1,NA,NA,NA,6.7286,6.7166,"Small, blue, pollen collected on legs",,
AMV0302,2023-May-23,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",10:21,65,,Halictus?,,2023-May-23,22,6.5727,22,11:59,12:56,-2.81,6.5733,22,13:25,14:09,43.03,6.5706,6.5534,,,"CTmax machine was messed up for the first five minutes of the recording, but got fixed right away so no real issue besides maybe acclimating an extra five minutes"
AMV0303,2023-May-23,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",10:35,65,,Halictus?,,2023-May-23,Control1,6.7587,Control1,NA,NA,NA,6.7584,Control1,NA,NA,NA,6.7568,6.7237,,,"CTmax machine was messed up for the first five minutes of the recording, but got fixed right away so no real issue besides maybe acclimating an extra five minutes"
AMV0304,2023-May-23,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",10:37,65,,Halictus?,,2023-May-23,19,6.7020,19,11:59,12:47,-0.80,6.7022,19,13:25,14:14,46.94,6.6991,6.6747,,,"CTmax machine was messed up for the first five minutes of the recording, but got fixed right away so no real issue besides maybe acclimating an extra five minutes"
AMV0305,2023-May-23,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",10:44,66,,Halictus?,,2023-May-23,10,6.6508,15,11:59,12:48,-2.00,6.6509,10,13:25,14:14,47.38,6.6491,6.6298,Less chuncky head than other proposed Halictus caught,,"CTmax machine was messed up for the first five minutes of the recording, but got fixed right away so no real issue besides maybe acclimating an extra five minutes"
AMV0306,2023-May-23,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",10:45,66,,Halictus?,,2023-May-23,5,6.7076,5,11:59,12:47,1.15,6.7076,4,13:25,14:23,49.88,6.7030,6.6821,,,"CTmax machine was messed up for the first five minutes of the recording, but got fixed right away so no real issue besides maybe acclimating an extra five minutes"
AMV0307,2023-May-23,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",10:49,66,,Halictus?,,2023-May-23,16,6.7586,16,11:59,12:49,-0.88,6.7585,16,13:25,14:20,50.91,6.7545,6.7254,,,"CTmax machine was messed up for the first five minutes of the recording, but got fixed right away so no real issue besides maybe acclimating an extra five minutes"
AMV0308,2023-May-23,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",10:52,66,,Bombus?,,2023-May-23,18,6.6892,18,11:59,12:57,-4.94,6.6891,18,13:25,14:20,49.87,6.6789,6.6058,Pretty sure its a Bombus imp. worker,,"CTmax machine was messed up for the first five minutes of the recording, but got fixed right away so no real issue besides maybe acclimating an extra five minutes"
AMV0309,2023-May-23,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",10:55,66,,Halictus?,,2023-May-23,11,6.6395,11,11:59,12:46,-0.37,6.6391,11,13:25,14:16,49.41,6.6363,6.6146,,*Bee didn't look so good after CTmax,"CTmax machine was messed up for the first five minutes of the recording, but got fixed right away so no real issue besides maybe acclimating an extra five minutes"
AMV0310,2023-May-23,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:10,68,,Halictus?,,2023-May-23,2,6.6983,8,11:59,12:46,0.02,6.6981,2,13:25,14:20,49.05,6.6937,6.6680,,,"CTmax machine was messed up for the first five minutes of the recording, but got fixed right away so no real issue besides maybe acclimating an extra five minutes"
AMV0311,2023-May-23,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:11,68,,Halictus?,,2023-May-23,13,6.6089,13,11:59,12:47,-1.80,6.6084,13,13:25,14:26,52.96,6.6050,6.5773,,,"CTmax machine was messed up for the first five minutes of the recording, but got fixed right away so no real issue besides maybe acclimating an extra five minutes"
AMV0312,2023-May-23,May,"Grace_Gutierrez, Alejandro_Medina_Valencia",Sunny,Centre,Penn_State_Arboretum,"40.8055192, -77.8686596",11:14,68,,Halictus?,,2023-May-23,7,6.6621,7,11:59,12:40,3.39,6.6619,7,NA,NA,NA,6.6607,6.6365,Looks different from rest,,"Looks wet and motionless after CTmin, did not use after for CTmax. CONSIDER REMOVING FROM DATA"
